paper_id,title,abstract,summary,key_points,authors,year,domain,keywords,embedding,uploaded_by,related_paper_id,relation_type,confidence_score,evidence_text,citation_paper_id,citation_context,question,answer
P204,Research Paper 204,This paper discusses AI model 204 and its performance.,Summary of paper 204 showing insights and results.,accuracy;performance,Author204,2019,AI,AI;ML,"[0.1,0.2,0.3]",U8,P380,neutral,0.83,Evidence sentence showing relationship,P41,Citation context text,What is the result?,The model shows improved performance.
P205,Research Paper 205,This paper discusses AI model 205 and its performance.,Summary of paper 205 showing insights and results.,accuracy;performance,Author205,2018,AI,AI;ML,"[0.1,0.2,0.3]",U1,P261,support,0.88,Evidence sentence showing relationship,P430,Citation context text,What is the result?,The model shows improved performance.
P206,Research Paper 206,This paper discusses AI model 206 and its performance.,Summary of paper 206 showing insights and results.,accuracy;performance,Author206,2024,AI,AI;ML,"[0.1,0.2,0.3]",U1,P349,support,0.87,Evidence sentence showing relationship,P197,Citation context text,What is the result?,The model shows improved performance.
P207,Research Paper 207,This paper discusses AI model 207 and its performance.,Summary of paper 207 showing insights and results.,accuracy;performance,Author207,2018,AI,AI;ML,"[0.1,0.2,0.3]",U4,P186,neutral,0.9,Evidence sentence showing relationship,P378,Citation context text,What is the result?,The model shows improved performance.
P208,Research Paper 208,This paper discusses AI model 208 and its performance.,Summary of paper 208 showing insights and results.,accuracy;performance,Author208,2021,AI,AI;ML,"[0.1,0.2,0.3]",U10,P280,support,0.86,Evidence sentence showing relationship,P202,Citation context text,What is the result?,The model shows improved performance.
P209,Research Paper 209,This paper discusses AI model 209 and its performance.,Summary of paper 209 showing insights and results.,accuracy;performance,Author209,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P25,contradict,0.84,Evidence sentence showing relationship,P416,Citation context text,What is the result?,The model shows improved performance.
P210,Research Paper 210,This paper discusses AI model 210 and its performance.,Summary of paper 210 showing insights and results.,accuracy;performance,Author210,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P53,contradict,0.8,Evidence sentence showing relationship,P304,Citation context text,What is the result?,The model shows improved performance.
P211,Research Paper 211,This paper discusses AI model 211 and its performance.,Summary of paper 211 showing insights and results.,accuracy;performance,Author211,2021,AI,AI;ML,"[0.1,0.2,0.3]",U7,P17,neutral,0.97,Evidence sentence showing relationship,P82,Citation context text,What is the result?,The model shows improved performance.
P212,Research Paper 212,This paper discusses AI model 212 and its performance.,Summary of paper 212 showing insights and results.,accuracy;performance,Author212,2019,AI,AI;ML,"[0.1,0.2,0.3]",U4,P415,support,0.92,Evidence sentence showing relationship,P421,Citation context text,What is the result?,The model shows improved performance.
P213,Research Paper 213,This paper discusses AI model 213 and its performance.,Summary of paper 213 showing insights and results.,accuracy;performance,Author213,2019,AI,AI;ML,"[0.1,0.2,0.3]",U6,P251,contradict,0.89,Evidence sentence showing relationship,P90,Citation context text,What is the result?,The model shows improved performance.
P214,Research Paper 214,This paper discusses AI model 214 and its performance.,Summary of paper 214 showing insights and results.,accuracy;performance,Author214,2023,AI,AI;ML,"[0.1,0.2,0.3]",U9,P178,neutral,0.92,Evidence sentence showing relationship,P161,Citation context text,What is the result?,The model shows improved performance.
P215,Research Paper 215,This paper discusses AI model 215 and its performance.,Summary of paper 215 showing insights and results.,accuracy;performance,Author215,2019,AI,AI;ML,"[0.1,0.2,0.3]",U3,P115,support,0.85,Evidence sentence showing relationship,P145,Citation context text,What is the result?,The model shows improved performance.
P216,Research Paper 216,This paper discusses AI model 216 and its performance.,Summary of paper 216 showing insights and results.,accuracy;performance,Author216,2018,AI,AI;ML,"[0.1,0.2,0.3]",U7,P448,neutral,0.93,Evidence sentence showing relationship,P59,Citation context text,What is the result?,The model shows improved performance.
P217,Research Paper 217,This paper discusses AI model 217 and its performance.,Summary of paper 217 showing insights and results.,accuracy;performance,Author217,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P274,support,0.92,Evidence sentence showing relationship,P342,Citation context text,What is the result?,The model shows improved performance.
P218,Research Paper 218,This paper discusses AI model 218 and its performance.,Summary of paper 218 showing insights and results.,accuracy;performance,Author218,2018,AI,AI;ML,"[0.1,0.2,0.3]",U5,P2,neutral,0.98,Evidence sentence showing relationship,P463,Citation context text,What is the result?,The model shows improved performance.
P219,Research Paper 219,This paper discusses AI model 219 and its performance.,Summary of paper 219 showing insights and results.,accuracy;performance,Author219,2021,AI,AI;ML,"[0.1,0.2,0.3]",U8,P51,contradict,0.82,Evidence sentence showing relationship,P362,Citation context text,What is the result?,The model shows improved performance.
P220,Research Paper 220,This paper discusses AI model 220 and its performance.,Summary of paper 220 showing insights and results.,accuracy;performance,Author220,2018,AI,AI;ML,"[0.1,0.2,0.3]",U10,P355,contradict,0.95,Evidence sentence showing relationship,P173,Citation context text,What is the result?,The model shows improved performance.
P221,Research Paper 221,This paper discusses AI model 221 and its performance.,Summary of paper 221 showing insights and results.,accuracy;performance,Author221,2021,AI,AI;ML,"[0.1,0.2,0.3]",U4,P321,contradict,0.83,Evidence sentence showing relationship,P51,Citation context text,What is the result?,The model shows improved performance.
P222,Research Paper 222,This paper discusses AI model 222 and its performance.,Summary of paper 222 showing insights and results.,accuracy;performance,Author222,2024,AI,AI;ML,"[0.1,0.2,0.3]",U8,P300,support,0.81,Evidence sentence showing relationship,P485,Citation context text,What is the result?,The model shows improved performance.
P223,Research Paper 223,This paper discusses AI model 223 and its performance.,Summary of paper 223 showing insights and results.,accuracy;performance,Author223,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P262,support,0.84,Evidence sentence showing relationship,P406,Citation context text,What is the result?,The model shows improved performance.
P224,Research Paper 224,This paper discusses AI model 224 and its performance.,Summary of paper 224 showing insights and results.,accuracy;performance,Author224,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P479,support,0.81,Evidence sentence showing relationship,P123,Citation context text,What is the result?,The model shows improved performance.
P225,Research Paper 225,This paper discusses AI model 225 and its performance.,Summary of paper 225 showing insights and results.,accuracy;performance,Author225,2018,AI,AI;ML,"[0.1,0.2,0.3]",U10,P255,support,0.96,Evidence sentence showing relationship,P93,Citation context text,What is the result?,The model shows improved performance.
P226,Research Paper 226,This paper discusses AI model 226 and its performance.,Summary of paper 226 showing insights and results.,accuracy;performance,Author226,2019,AI,AI;ML,"[0.1,0.2,0.3]",U5,P443,support,0.81,Evidence sentence showing relationship,P67,Citation context text,What is the result?,The model shows improved performance.
P227,Research Paper 227,This paper discusses AI model 227 and its performance.,Summary of paper 227 showing insights and results.,accuracy;performance,Author227,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P310,support,0.81,Evidence sentence showing relationship,P367,Citation context text,What is the result?,The model shows improved performance.
P228,Research Paper 228,This paper discusses AI model 228 and its performance.,Summary of paper 228 showing insights and results.,accuracy;performance,Author228,2018,AI,AI;ML,"[0.1,0.2,0.3]",U1,P457,neutral,0.84,Evidence sentence showing relationship,P198,Citation context text,What is the result?,The model shows improved performance.
P229,Research Paper 229,This paper discusses AI model 229 and its performance.,Summary of paper 229 showing insights and results.,accuracy;performance,Author229,2019,AI,AI;ML,"[0.1,0.2,0.3]",U6,P371,support,0.82,Evidence sentence showing relationship,P489,Citation context text,What is the result?,The model shows improved performance.
P230,Research Paper 230,This paper discusses AI model 230 and its performance.,Summary of paper 230 showing insights and results.,accuracy;performance,Author230,2023,AI,AI;ML,"[0.1,0.2,0.3]",U1,P322,contradict,0.96,Evidence sentence showing relationship,P316,Citation context text,What is the result?,The model shows improved performance.
P231,Research Paper 231,This paper discusses AI model 231 and its performance.,Summary of paper 231 showing insights and results.,accuracy;performance,Author231,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P372,contradict,0.92,Evidence sentence showing relationship,P290,Citation context text,What is the result?,The model shows improved performance.
P232,Research Paper 232,This paper discusses AI model 232 and its performance.,Summary of paper 232 showing insights and results.,accuracy;performance,Author232,2018,AI,AI;ML,"[0.1,0.2,0.3]",U3,P146,support,0.89,Evidence sentence showing relationship,P12,Citation context text,What is the result?,The model shows improved performance.
P233,Research Paper 233,This paper discusses AI model 233 and its performance.,Summary of paper 233 showing insights and results.,accuracy;performance,Author233,2024,AI,AI;ML,"[0.1,0.2,0.3]",U10,P313,support,0.9,Evidence sentence showing relationship,P422,Citation context text,What is the result?,The model shows improved performance.
P234,Research Paper 234,This paper discusses AI model 234 and its performance.,Summary of paper 234 showing insights and results.,accuracy;performance,Author234,2021,AI,AI;ML,"[0.1,0.2,0.3]",U6,P146,neutral,0.81,Evidence sentence showing relationship,P295,Citation context text,What is the result?,The model shows improved performance.
P235,Research Paper 235,This paper discusses AI model 235 and its performance.,Summary of paper 235 showing insights and results.,accuracy;performance,Author235,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P482,contradict,0.97,Evidence sentence showing relationship,P77,Citation context text,What is the result?,The model shows improved performance.
P236,Research Paper 236,This paper discusses AI model 236 and its performance.,Summary of paper 236 showing insights and results.,accuracy;performance,Author236,2020,AI,AI;ML,"[0.1,0.2,0.3]",U8,P417,contradict,0.9,Evidence sentence showing relationship,P475,Citation context text,What is the result?,The model shows improved performance.
P237,Research Paper 237,This paper discusses AI model 237 and its performance.,Summary of paper 237 showing insights and results.,accuracy;performance,Author237,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P470,neutral,0.82,Evidence sentence showing relationship,P135,Citation context text,What is the result?,The model shows improved performance.
P238,Research Paper 238,This paper discusses AI model 238 and its performance.,Summary of paper 238 showing insights and results.,accuracy;performance,Author238,2020,AI,AI;ML,"[0.1,0.2,0.3]",U1,P72,neutral,0.86,Evidence sentence showing relationship,P180,Citation context text,What is the result?,The model shows improved performance.
P239,Research Paper 239,This paper discusses AI model 239 and its performance.,Summary of paper 239 showing insights and results.,accuracy;performance,Author239,2019,AI,AI;ML,"[0.1,0.2,0.3]",U3,P368,contradict,0.9,Evidence sentence showing relationship,P228,Citation context text,What is the result?,The model shows improved performance.
P240,Research Paper 240,This paper discusses AI model 240 and its performance.,Summary of paper 240 showing insights and results.,accuracy;performance,Author240,2020,AI,AI;ML,"[0.1,0.2,0.3]",U2,P38,neutral,0.81,Evidence sentence showing relationship,P298,Citation context text,What is the result?,The model shows improved performance.
P241,Research Paper 241,This paper discusses AI model 241 and its performance.,Summary of paper 241 showing insights and results.,accuracy;performance,Author241,2022,AI,AI;ML,"[0.1,0.2,0.3]",U1,P461,contradict,0.91,Evidence sentence showing relationship,P489,Citation context text,What is the result?,The model shows improved performance.
P242,Research Paper 242,This paper discusses AI model 242 and its performance.,Summary of paper 242 showing insights and results.,accuracy;performance,Author242,2020,AI,AI;ML,"[0.1,0.2,0.3]",U9,P433,contradict,0.93,Evidence sentence showing relationship,P181,Citation context text,What is the result?,The model shows improved performance.
P243,Research Paper 243,This paper discusses AI model 243 and its performance.,Summary of paper 243 showing insights and results.,accuracy;performance,Author243,2023,AI,AI;ML,"[0.1,0.2,0.3]",U1,P387,contradict,0.93,Evidence sentence showing relationship,P165,Citation context text,What is the result?,The model shows improved performance.
P244,Research Paper 244,This paper discusses AI model 244 and its performance.,Summary of paper 244 showing insights and results.,accuracy;performance,Author244,2023,AI,AI;ML,"[0.1,0.2,0.3]",U6,P195,neutral,0.82,Evidence sentence showing relationship,P253,Citation context text,What is the result?,The model shows improved performance.
P245,Research Paper 245,This paper discusses AI model 245 and its performance.,Summary of paper 245 showing insights and results.,accuracy;performance,Author245,2021,AI,AI;ML,"[0.1,0.2,0.3]",U1,P129,neutral,0.85,Evidence sentence showing relationship,P28,Citation context text,What is the result?,The model shows improved performance.
P246,Research Paper 246,This paper discusses AI model 246 and its performance.,Summary of paper 246 showing insights and results.,accuracy;performance,Author246,2021,AI,AI;ML,"[0.1,0.2,0.3]",U6,P203,neutral,0.96,Evidence sentence showing relationship,P458,Citation context text,What is the result?,The model shows improved performance.
P247,Research Paper 247,This paper discusses AI model 247 and its performance.,Summary of paper 247 showing insights and results.,accuracy;performance,Author247,2022,AI,AI;ML,"[0.1,0.2,0.3]",U9,P335,support,0.88,Evidence sentence showing relationship,P18,Citation context text,What is the result?,The model shows improved performance.
P248,Research Paper 248,This paper discusses AI model 248 and its performance.,Summary of paper 248 showing insights and results.,accuracy;performance,Author248,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P193,contradict,0.81,Evidence sentence showing relationship,P220,Citation context text,What is the result?,The model shows improved performance.
P249,Research Paper 249,This paper discusses AI model 249 and its performance.,Summary of paper 249 showing insights and results.,accuracy;performance,Author249,2024,AI,AI;ML,"[0.1,0.2,0.3]",U2,P12,neutral,0.96,Evidence sentence showing relationship,P113,Citation context text,What is the result?,The model shows improved performance.
P250,Research Paper 250,This paper discusses AI model 250 and its performance.,Summary of paper 250 showing insights and results.,accuracy;performance,Author250,2018,AI,AI;ML,"[0.1,0.2,0.3]",U4,P417,contradict,0.97,Evidence sentence showing relationship,P220,Citation context text,What is the result?,The model shows improved performance.
P251,Research Paper 251,This paper discusses AI model 251 and its performance.,Summary of paper 251 showing insights and results.,accuracy;performance,Author251,2018,AI,AI;ML,"[0.1,0.2,0.3]",U4,P145,neutral,0.93,Evidence sentence showing relationship,P223,Citation context text,What is the result?,The model shows improved performance.
P252,Research Paper 252,This paper discusses AI model 252 and its performance.,Summary of paper 252 showing insights and results.,accuracy;performance,Author252,2019,AI,AI;ML,"[0.1,0.2,0.3]",U9,P134,neutral,0.9,Evidence sentence showing relationship,P438,Citation context text,What is the result?,The model shows improved performance.
P253,Research Paper 253,This paper discusses AI model 253 and its performance.,Summary of paper 253 showing insights and results.,accuracy;performance,Author253,2021,AI,AI;ML,"[0.1,0.2,0.3]",U5,P366,support,0.83,Evidence sentence showing relationship,P142,Citation context text,What is the result?,The model shows improved performance.
P254,Research Paper 254,This paper discusses AI model 254 and its performance.,Summary of paper 254 showing insights and results.,accuracy;performance,Author254,2023,AI,AI;ML,"[0.1,0.2,0.3]",U1,P391,neutral,0.82,Evidence sentence showing relationship,P31,Citation context text,What is the result?,The model shows improved performance.
P255,Research Paper 255,This paper discusses AI model 255 and its performance.,Summary of paper 255 showing insights and results.,accuracy;performance,Author255,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P229,neutral,0.88,Evidence sentence showing relationship,P443,Citation context text,What is the result?,The model shows improved performance.
P256,Research Paper 256,This paper discusses AI model 256 and its performance.,Summary of paper 256 showing insights and results.,accuracy;performance,Author256,2022,AI,AI;ML,"[0.1,0.2,0.3]",U1,P98,contradict,0.81,Evidence sentence showing relationship,P170,Citation context text,What is the result?,The model shows improved performance.
P257,Research Paper 257,This paper discusses AI model 257 and its performance.,Summary of paper 257 showing insights and results.,accuracy;performance,Author257,2023,AI,AI;ML,"[0.1,0.2,0.3]",U7,P198,support,0.93,Evidence sentence showing relationship,P123,Citation context text,What is the result?,The model shows improved performance.
P258,Research Paper 258,This paper discusses AI model 258 and its performance.,Summary of paper 258 showing insights and results.,accuracy;performance,Author258,2021,AI,AI;ML,"[0.1,0.2,0.3]",U8,P291,neutral,0.89,Evidence sentence showing relationship,P142,Citation context text,What is the result?,The model shows improved performance.
P259,Research Paper 259,This paper discusses AI model 259 and its performance.,Summary of paper 259 showing insights and results.,accuracy;performance,Author259,2023,AI,AI;ML,"[0.1,0.2,0.3]",U4,P51,support,0.83,Evidence sentence showing relationship,P146,Citation context text,What is the result?,The model shows improved performance.
P260,Research Paper 260,This paper discusses AI model 260 and its performance.,Summary of paper 260 showing insights and results.,accuracy;performance,Author260,2021,AI,AI;ML,"[0.1,0.2,0.3]",U9,P10,contradict,0.85,Evidence sentence showing relationship,P221,Citation context text,What is the result?,The model shows improved performance.
P261,Research Paper 261,This paper discusses AI model 261 and its performance.,Summary of paper 261 showing insights and results.,accuracy;performance,Author261,2021,AI,AI;ML,"[0.1,0.2,0.3]",U2,P291,neutral,0.87,Evidence sentence showing relationship,P365,Citation context text,What is the result?,The model shows improved performance.
P262,Research Paper 262,This paper discusses AI model 262 and its performance.,Summary of paper 262 showing insights and results.,accuracy;performance,Author262,2024,AI,AI;ML,"[0.1,0.2,0.3]",U6,P196,support,0.83,Evidence sentence showing relationship,P151,Citation context text,What is the result?,The model shows improved performance.
P263,Research Paper 263,This paper discusses AI model 263 and its performance.,Summary of paper 263 showing insights and results.,accuracy;performance,Author263,2024,AI,AI;ML,"[0.1,0.2,0.3]",U7,P89,neutral,0.96,Evidence sentence showing relationship,P116,Citation context text,What is the result?,The model shows improved performance.
P264,Research Paper 264,This paper discusses AI model 264 and its performance.,Summary of paper 264 showing insights and results.,accuracy;performance,Author264,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P495,neutral,0.81,Evidence sentence showing relationship,P133,Citation context text,What is the result?,The model shows improved performance.
P265,Research Paper 265,This paper discusses AI model 265 and its performance.,Summary of paper 265 showing insights and results.,accuracy;performance,Author265,2024,AI,AI;ML,"[0.1,0.2,0.3]",U10,P348,neutral,0.81,Evidence sentence showing relationship,P496,Citation context text,What is the result?,The model shows improved performance.
P266,Research Paper 266,This paper discusses AI model 266 and its performance.,Summary of paper 266 showing insights and results.,accuracy;performance,Author266,2023,AI,AI;ML,"[0.1,0.2,0.3]",U9,P448,contradict,0.91,Evidence sentence showing relationship,P392,Citation context text,What is the result?,The model shows improved performance.
P267,Research Paper 267,This paper discusses AI model 267 and its performance.,Summary of paper 267 showing insights and results.,accuracy;performance,Author267,2022,AI,AI;ML,"[0.1,0.2,0.3]",U6,P84,contradict,0.93,Evidence sentence showing relationship,P99,Citation context text,What is the result?,The model shows improved performance.
P268,Research Paper 268,This paper discusses AI model 268 and its performance.,Summary of paper 268 showing insights and results.,accuracy;performance,Author268,2018,AI,AI;ML,"[0.1,0.2,0.3]",U7,P98,support,0.86,Evidence sentence showing relationship,P47,Citation context text,What is the result?,The model shows improved performance.
P269,Research Paper 269,This paper discusses AI model 269 and its performance.,Summary of paper 269 showing insights and results.,accuracy;performance,Author269,2018,AI,AI;ML,"[0.1,0.2,0.3]",U6,P69,neutral,0.97,Evidence sentence showing relationship,P172,Citation context text,What is the result?,The model shows improved performance.
P270,Research Paper 270,This paper discusses AI model 270 and its performance.,Summary of paper 270 showing insights and results.,accuracy;performance,Author270,2019,AI,AI;ML,"[0.1,0.2,0.3]",U2,P73,neutral,0.83,Evidence sentence showing relationship,P324,Citation context text,What is the result?,The model shows improved performance.
P271,Research Paper 271,This paper discusses AI model 271 and its performance.,Summary of paper 271 showing insights and results.,accuracy;performance,Author271,2018,AI,AI;ML,"[0.1,0.2,0.3]",U8,P201,contradict,0.84,Evidence sentence showing relationship,P71,Citation context text,What is the result?,The model shows improved performance.
P272,Research Paper 272,This paper discusses AI model 272 and its performance.,Summary of paper 272 showing insights and results.,accuracy;performance,Author272,2022,AI,AI;ML,"[0.1,0.2,0.3]",U1,P33,contradict,0.83,Evidence sentence showing relationship,P300,Citation context text,What is the result?,The model shows improved performance.
P273,Research Paper 273,This paper discusses AI model 273 and its performance.,Summary of paper 273 showing insights and results.,accuracy;performance,Author273,2023,AI,AI;ML,"[0.1,0.2,0.3]",U2,P52,neutral,0.93,Evidence sentence showing relationship,P389,Citation context text,What is the result?,The model shows improved performance.
P274,Research Paper 274,This paper discusses AI model 274 and its performance.,Summary of paper 274 showing insights and results.,accuracy;performance,Author274,2020,AI,AI;ML,"[0.1,0.2,0.3]",U5,P389,contradict,0.95,Evidence sentence showing relationship,P60,Citation context text,What is the result?,The model shows improved performance.
P275,Research Paper 275,This paper discusses AI model 275 and its performance.,Summary of paper 275 showing insights and results.,accuracy;performance,Author275,2020,AI,AI;ML,"[0.1,0.2,0.3]",U4,P293,contradict,0.83,Evidence sentence showing relationship,P189,Citation context text,What is the result?,The model shows improved performance.
P276,Research Paper 276,This paper discusses AI model 276 and its performance.,Summary of paper 276 showing insights and results.,accuracy;performance,Author276,2021,AI,AI;ML,"[0.1,0.2,0.3]",U5,P350,contradict,0.91,Evidence sentence showing relationship,P294,Citation context text,What is the result?,The model shows improved performance.
P277,Research Paper 277,This paper discusses AI model 277 and its performance.,Summary of paper 277 showing insights and results.,accuracy;performance,Author277,2021,AI,AI;ML,"[0.1,0.2,0.3]",U7,P383,support,0.82,Evidence sentence showing relationship,P292,Citation context text,What is the result?,The model shows improved performance.
P278,Research Paper 278,This paper discusses AI model 278 and its performance.,Summary of paper 278 showing insights and results.,accuracy;performance,Author278,2023,AI,AI;ML,"[0.1,0.2,0.3]",U5,P353,neutral,0.97,Evidence sentence showing relationship,P411,Citation context text,What is the result?,The model shows improved performance.
P279,Research Paper 279,This paper discusses AI model 279 and its performance.,Summary of paper 279 showing insights and results.,accuracy;performance,Author279,2020,AI,AI;ML,"[0.1,0.2,0.3]",U8,P90,neutral,0.86,Evidence sentence showing relationship,P366,Citation context text,What is the result?,The model shows improved performance.
P280,Research Paper 280,This paper discusses AI model 280 and its performance.,Summary of paper 280 showing insights and results.,accuracy;performance,Author280,2023,AI,AI;ML,"[0.1,0.2,0.3]",U6,P331,neutral,0.97,Evidence sentence showing relationship,P205,Citation context text,What is the result?,The model shows improved performance.
P281,Research Paper 281,This paper discusses AI model 281 and its performance.,Summary of paper 281 showing insights and results.,accuracy;performance,Author281,2018,AI,AI;ML,"[0.1,0.2,0.3]",U1,P365,neutral,0.87,Evidence sentence showing relationship,P384,Citation context text,What is the result?,The model shows improved performance.
P282,Research Paper 282,This paper discusses AI model 282 and its performance.,Summary of paper 282 showing insights and results.,accuracy;performance,Author282,2024,AI,AI;ML,"[0.1,0.2,0.3]",U3,P380,contradict,0.92,Evidence sentence showing relationship,P73,Citation context text,What is the result?,The model shows improved performance.
P283,Research Paper 283,This paper discusses AI model 283 and its performance.,Summary of paper 283 showing insights and results.,accuracy;performance,Author283,2024,AI,AI;ML,"[0.1,0.2,0.3]",U7,P495,neutral,0.94,Evidence sentence showing relationship,P32,Citation context text,What is the result?,The model shows improved performance.
P284,Research Paper 284,This paper discusses AI model 284 and its performance.,Summary of paper 284 showing insights and results.,accuracy;performance,Author284,2021,AI,AI;ML,"[0.1,0.2,0.3]",U9,P151,neutral,0.93,Evidence sentence showing relationship,P430,Citation context text,What is the result?,The model shows improved performance.
P285,Research Paper 285,This paper discusses AI model 285 and its performance.,Summary of paper 285 showing insights and results.,accuracy;performance,Author285,2018,AI,AI;ML,"[0.1,0.2,0.3]",U5,P363,contradict,0.83,Evidence sentence showing relationship,P37,Citation context text,What is the result?,The model shows improved performance.
P286,Research Paper 286,This paper discusses AI model 286 and its performance.,Summary of paper 286 showing insights and results.,accuracy;performance,Author286,2020,AI,AI;ML,"[0.1,0.2,0.3]",U7,P252,contradict,0.96,Evidence sentence showing relationship,P234,Citation context text,What is the result?,The model shows improved performance.
P287,Research Paper 287,This paper discusses AI model 287 and its performance.,Summary of paper 287 showing insights and results.,accuracy;performance,Author287,2019,AI,AI;ML,"[0.1,0.2,0.3]",U6,P311,contradict,0.94,Evidence sentence showing relationship,P301,Citation context text,What is the result?,The model shows improved performance.
P288,Research Paper 288,This paper discusses AI model 288 and its performance.,Summary of paper 288 showing insights and results.,accuracy;performance,Author288,2023,AI,AI;ML,"[0.1,0.2,0.3]",U8,P313,support,0.95,Evidence sentence showing relationship,P167,Citation context text,What is the result?,The model shows improved performance.
P289,Research Paper 289,This paper discusses AI model 289 and its performance.,Summary of paper 289 showing insights and results.,accuracy;performance,Author289,2019,AI,AI;ML,"[0.1,0.2,0.3]",U3,P24,neutral,0.93,Evidence sentence showing relationship,P5,Citation context text,What is the result?,The model shows improved performance.
P290,Research Paper 290,This paper discusses AI model 290 and its performance.,Summary of paper 290 showing insights and results.,accuracy;performance,Author290,2020,AI,AI;ML,"[0.1,0.2,0.3]",U10,P66,support,0.97,Evidence sentence showing relationship,P485,Citation context text,What is the result?,The model shows improved performance.
P291,Research Paper 291,This paper discusses AI model 291 and its performance.,Summary of paper 291 showing insights and results.,accuracy;performance,Author291,2023,AI,AI;ML,"[0.1,0.2,0.3]",U2,P158,support,0.94,Evidence sentence showing relationship,P81,Citation context text,What is the result?,The model shows improved performance.
P292,Research Paper 292,This paper discusses AI model 292 and its performance.,Summary of paper 292 showing insights and results.,accuracy;performance,Author292,2020,AI,AI;ML,"[0.1,0.2,0.3]",U8,P39,contradict,0.8,Evidence sentence showing relationship,P465,Citation context text,What is the result?,The model shows improved performance.
P293,Research Paper 293,This paper discusses AI model 293 and its performance.,Summary of paper 293 showing insights and results.,accuracy;performance,Author293,2023,AI,AI;ML,"[0.1,0.2,0.3]",U6,P52,contradict,0.93,Evidence sentence showing relationship,P165,Citation context text,What is the result?,The model shows improved performance.
P294,Research Paper 294,This paper discusses AI model 294 and its performance.,Summary of paper 294 showing insights and results.,accuracy;performance,Author294,2019,AI,AI;ML,"[0.1,0.2,0.3]",U5,P390,support,0.96,Evidence sentence showing relationship,P190,Citation context text,What is the result?,The model shows improved performance.
P295,Research Paper 295,This paper discusses AI model 295 and its performance.,Summary of paper 295 showing insights and results.,accuracy;performance,Author295,2022,AI,AI;ML,"[0.1,0.2,0.3]",U3,P212,neutral,0.88,Evidence sentence showing relationship,P382,Citation context text,What is the result?,The model shows improved performance.
P296,Research Paper 296,This paper discusses AI model 296 and its performance.,Summary of paper 296 showing insights and results.,accuracy;performance,Author296,2022,AI,AI;ML,"[0.1,0.2,0.3]",U6,P357,neutral,0.89,Evidence sentence showing relationship,P18,Citation context text,What is the result?,The model shows improved performance.
P297,Research Paper 297,This paper discusses AI model 297 and its performance.,Summary of paper 297 showing insights and results.,accuracy;performance,Author297,2022,AI,AI;ML,"[0.1,0.2,0.3]",U7,P180,contradict,0.91,Evidence sentence showing relationship,P354,Citation context text,What is the result?,The model shows improved performance.
P298,Research Paper 298,This paper discusses AI model 298 and its performance.,Summary of paper 298 showing insights and results.,accuracy;performance,Author298,2019,AI,AI;ML,"[0.1,0.2,0.3]",U1,P497,support,0.81,Evidence sentence showing relationship,P419,Citation context text,What is the result?,The model shows improved performance.
P299,Research Paper 299,This paper discusses AI model 299 and its performance.,Summary of paper 299 showing insights and results.,accuracy;performance,Author299,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P20,support,0.95,Evidence sentence showing relationship,P213,Citation context text,What is the result?,The model shows improved performance.
P300,Research Paper 300,This paper discusses AI model 300 and its performance.,Summary of paper 300 showing insights and results.,accuracy;performance,Author300,2024,AI,AI;ML,"[0.1,0.2,0.3]",U4,P413,contradict,0.96,Evidence sentence showing relationship,P173,Citation context text,What is the result?,The model shows improved performance.
P301,Research Paper 301,This paper discusses AI model 301 and its performance.,Summary of paper 301 showing insights and results.,accuracy;performance,Author301,2024,AI,AI;ML,"[0.1,0.2,0.3]",U9,P269,contradict,0.88,Evidence sentence showing relationship,P210,Citation context text,What is the result?,The model shows improved performance.
P302,Research Paper 302,This paper discusses AI model 302 and its performance.,Summary of paper 302 showing insights and results.,accuracy;performance,Author302,2022,AI,AI;ML,"[0.1,0.2,0.3]",U1,P326,support,0.89,Evidence sentence showing relationship,P466,Citation context text,What is the result?,The model shows improved performance.
P303,Research Paper 303,This paper discusses AI model 303 and its performance.,Summary of paper 303 showing insights and results.,accuracy;performance,Author303,2019,AI,AI;ML,"[0.1,0.2,0.3]",U3,P245,support,0.81,Evidence sentence showing relationship,P227,Citation context text,What is the result?,The model shows improved performance.
P304,Research Paper 304,This paper discusses AI model 304 and its performance.,Summary of paper 304 showing insights and results.,accuracy;performance,Author304,2020,AI,AI;ML,"[0.1,0.2,0.3]",U3,P96,contradict,0.88,Evidence sentence showing relationship,P139,Citation context text,What is the result?,The model shows improved performance.
P305,Research Paper 305,This paper discusses AI model 305 and its performance.,Summary of paper 305 showing insights and results.,accuracy;performance,Author305,2024,AI,AI;ML,"[0.1,0.2,0.3]",U6,P29,contradict,0.96,Evidence sentence showing relationship,P296,Citation context text,What is the result?,The model shows improved performance.
